,adview
1729,2.6317916
1730,1876.627
1731,2422.933
1732,1952.5432
1733,1546.497
1734,2074.7683
1735,561.58856
1736,1605.9286
1737,2415.3184
1738,2393.4807
1739,28.927446
1740,2175.8398
1741,458.34982
1742,2385.3735
1743,2261.8232
1744,2113.935
1745,1947.6097
1746,2218.7837
1747,491.40683
1748,290.81744
1749,1832.6755
1750,1061.0701
1751,2566.856
1752,1793.9398
1753,677.3636
1754,2277.2754
1755,764.664
1756,2523.5493
1757,2198.3054
1758,2394.7075
1759,1264.7439
1760,2546.7651
1761,1212.2413
1762,2262.2324
1763,1816.1763
1764,2738.8496
1765,2566.5461
1766,1892.0178
1767,2570.0742
1768,1370.7876
1769,1240.1104
1770,792.9669
1771,2631.831
1772,2451.2207
1773,1817.2998
1774,812.991
1775,2393.2053
1776,1608.8986
1777,2634.1724
1778,588.00446
1779,2399.246
1780,1955.293
1781,1386.1046
1782,578.962
1783,2703.6616
1784,2190.4692
1785,2589.68
1786,1908.6375
1787,1744.1422
1788,2451.3784
1789,1338.6573
1790,2354.3638
1791,2540.0586
1792,2033.7341
1793,1410.3658
1794,977.4714
1795,1345.5209
1796,1723.5708
1797,1356.3799
1798,1473.7866
1799,1906.7971
1800,2431.7344
1801,1899.9747
1802,2434.2305
1803,2424.2625
1804,2245.3733
1805,1061.012
1806,2735.3506
1807,2513.6675
1808,723.5141
1809,2557.3406
1810,2166.0063
1811,2470.7432
1812,1728.8634
1813,2.6317916
1814,2615.3096
1815,1886.5581
1816,1994.852
1817,2045.3392
1818,1007.6918
1819,2625.4355
1820,1394.176
1821,2531.0166
1822,2428.605
1823,2599.2107
1824,2557.8433
1825,1050.9038
1826,1197.1206
1827,2518.9624
1828,922.9522
1829,2617.752
1830,1939.4218
1831,576.0262
1832,1193.4424
1833,2208.433
1834,2468.641
1835,2180.8784
1836,2181.9731
1837,1374.8158
1838,1987.5544
1839,1104.3652
1840,2180.1042
1841,1582.8767
1842,1873.1162
1843,2.6317916
1844,2364.5657
1845,1935.9226
1846,1314.8616
1847,1779.5144
1848,2.6317916
1849,2382.1658
1850,2434.188
1851,1947.511
1852,2531.496
1853,1669.8062
1854,549.9875
1855,2287.9316
1856,541.7563
1857,1176.2632
1858,539.63635
1859,423.17303
1860,1195.9172
1861,1769.3257
1862,873.12164
1863,1704.4937
1864,624.25946
1865,2426.1677
1866,2470.4453
1867,1598.8967
1868,1510.4446
1869,764.62823
1870,2013.5259
1871,2088.9119
1872,2409.9048
1873,754.4505
1874,2026.909
1875,2291.1804
1876,1824.6045
1877,273.89157
1878,2437.0955
1879,1726.8889
1880,769.64886
1881,1191.0352
1882,439.8158
1883,1979.3518
1884,1719.3403
1885,2458.2246
1886,1524.7205
1887,2400.758
1888,2401.2632
1889,2.6317916
1890,2.6317916
1891,826.48047
1892,2075.035
1893,1391.6183
1894,2256.0737
1895,1849.0702
1896,932.83307
1897,2808.6338
1898,2125.5679
1899,1348.4994
1900,940.23236
1901,2035.6326
1902,2095.4863
1903,2528.1956
1904,1754.1699
1905,1863.3215
1906,2227.3313
1907,2414.211
1908,2383.038
1909,1111.0557
1910,2537.8196
1911,2082.174
1912,2057.1484
1913,2325.396
1914,2098.7446
1915,2469.7769
1916,2.6317916
1917,1443.0197
1918,2528.6182
1919,1750.8174
1920,1842.8447
1921,1209.9343
1922,384.63107
1923,777.0273
1924,1434.7355
1925,1392.7164
1926,2386.3096
1927,976.5545
1928,2557.762
1929,1134.1635
1930,2610.3289
1931,423.90598
1932,1596.1729
1933,739.39777
1934,1666.9839
1935,854.6784
1936,1166.107
1937,2621.268
1938,2394.3198
1939,2552.1987
1940,2353.9893
1941,2703.2798
1942,2437.6338
1943,2213.621
1944,1970.4197
1945,1767.3
1946,2084.19
1947,1524.5073
1948,2541.101
1949,2266.2798
1950,1865.7872
1951,2413.9446
1952,2328.7563
1953,1355.6042
1954,1104.1504
1955,2152.573
1956,2033.2268
1957,2.6317916
1958,2543.4236
1959,688.46014
1960,16.7615
1961,2500.8508
1962,1446.7921
1963,1186.0872
1964,2426.2407
1965,1022.80414
1966,1234.6978
1967,705.53754
1968,1184.7275
1969,2259.7551
1970,2529.3784
1971,1364.6516
1972,841.24603
1973,1593.6396
1974,1254.5474
1975,2526.5388
1976,712.27606
1977,2631.0479
1978,1189.5072
1979,2521.7253
1980,2333.5322
1981,2035.6995
1982,2345.2788
1983,1371.0459
1984,1212.5422
1985,1849.0068
1986,1105.1033
1987,2145.345
1988,1043.5225
1989,579.87616
1990,1285.1312
1991,2.6317916
1992,621.1552
1993,1861.3313
1994,1756.9836
1995,2413.9688
1996,2491.2458
1997,976.27985
1998,1882.0033
1999,2409.858
2000,1555.9589
2001,1672.3557
2002,2487.8718
2003,332.78613
2004,2653.5076
2005,2315.2292
2006,1660.5481
2007,301.95523
2008,2252.842
2009,1590.7971
2010,1289.554
2011,2378.655
2012,1619.124
2013,1331.9504
2014,1520.8926
2015,1793.5459
2016,2118.8875
2017,2742.5366
2018,1882.62
2019,2705.3782
2020,2327.6992
2021,708.6346
2022,744.7558
2023,1975.5481
2024,503.69516
2025,1059.8031
2026,2268.7607
2027,2443.2798
2028,1885.7878
2029,1286.0762
2030,2100.5437
2031,1263.997
2032,1020.5278
2033,1340.5851
2034,763.02936
2035,2384.1567
2036,1420.3313
2037,454.71634
2038,1023.3067
2039,2239.1865
2040,2275.1287
2041,547.7877
2042,870.54755
2043,905.7488
2044,682.2193
2045,1098.0635
2046,722.5301
2047,2692.4216
2048,599.46
2049,2102.2886
2050,578.2658
2051,2105.3865
2052,2131.2378
2053,1367.9985
2054,2329.9492
2055,1098.2445
2056,1934.4264
2057,1010.1468
2058,934.179
2059,1092.9961
2060,2133.6875
2061,1349.157
2062,1346.2617
2063,1223.1599
2064,2538.1292
2065,474.32333
2066,2446.2363
2067,2492.4531
2068,1459.6063
2069,1275.8346
2070,2188.0754
2071,2342.2854
2072,1836.4426
2073,2606.5576
2074,450.03568
2075,2493.0127
2076,1006.7359
2077,5.692218
2078,2366.2974
2079,1910.5272
2080,805.7452
2081,1554.596
2082,718.1545
2083,1854.835
2084,2230.0188
2085,1787.3114
2086,2178.8792
2087,1004.8388
2088,1095.4993
2089,1891.0684
2090,751.33777
2091,1477.1616
2092,2514.0295
2093,2540.542
2094,1196.1003
2095,2460.2393
2096,1995.6138
2097,1478.5928
2098,1550.118
2099,1025.6953
2100,2518.8257
2101,1122.2805
2102,1923.742
2103,956.7578
2104,486.4274
2105,2499.5952
2106,1120.6703
2107,679.16187
2108,1577.7673
2109,822.9393
2110,995.9064
2111,730.0816
2112,112.63689
2113,2437.1106
2114,1069.04
2115,2682.9702
2116,2540.238
2117,691.41187
2118,1208.9988
2119,1045.1462
2120,2345.9646
2121,2420.1191
2122,207.87395
2123,1477.209
2124,1394.6494
2125,2506.9692
2126,1852.5101
2127,681.5397
2128,2218.1497
2129,2658.108
2130,1312.4548
2131,1582.9727
2132,2397.3586
2133,2696.0776
2134,1908.8525
2135,1040.8921
2136,1194.7108
2137,1072.7108
2138,1364.3259
2139,1155.2422
2140,734.4414
2141,2042.3331
2142,859.783
2143,2439.7214
2144,2169.4255
2145,1768.7029
2146,987.95746
2147,2463.7407
2148,1312.9153
2149,2261.8972
2150,2427.2195
2151,434.31705
2152,2.6317916
2153,2571.995
2154,1206.23
2155,971.49133
2156,2709.0205
2157,534.0749
2158,2563.9163
2159,2446.085
2160,1076.5116
2161,989.11456
2162,2.6317916
2163,2216.6409
2164,2563.2432
2165,602.1731
2166,617.8079
2167,1784.0525
2168,2228.9487
2169,1267.234
2170,2077.7747
2171,2230.1384
2172,921.6341
2173,1997.6084
2174,345.34116
2175,1861.0059
2176,1615.188
2177,352.88565
2178,1332.0951
2179,2.6317916
2180,1738.8618
2181,2624.2053
2182,2685.2715
2183,1850.9492
2184,1322.4138
2185,1932.3936
2186,2552.286
2187,2112.3003
2188,1094.5854
2189,929.9818
2190,2185.696
2191,1816.7986
2192,379.22345
2193,3313.876
2194,2186.3335
2195,2419.2202
2196,1344.7028
2197,1634.7446
2198,870.8112
2199,1267.2123
2200,1783.072
2201,2588.1328
2202,2249.3276
2203,1490.9812
2204,2512.0583
2205,2568.447
2206,142.65178
2207,362.82144
2208,2477.0037
2209,2097.772
2210,2483.7783
2211,1261.8859
2212,2273.1404
2213,850.31805
2214,2702.2883
2215,2119.172
2216,2505.3225
2217,1285.1185
2218,2378.3994
2219,2158.1667
2220,558.7792
2221,1992.4824
2222,2587.8235
2223,1569.6567
2224,2494.8198
2225,2329.6025
2226,840.45416
2227,1662.6733
2228,2.6317916
2229,2511.9858
2230,2300.1797
2231,1064.9996
2232,1669.0643
2233,1445.7716
2234,2630.7324
2235,1583.6973
2236,2120.9268
2237,2.6317916
2238,2555.7686
2239,1783.1116
2240,512.757
2241,2409.9155
2242,459.76804
2243,2006.1909
2244,1482.2424
2245,2270.241
2246,2558.9114
2247,1273.6223
2248,2324.8132
2249,1940.3414
2250,2173.1858
2251,1673.977
2252,2371.142
2253,2768.2937
2254,1480.4614
2255,1975.1416
2256,2423.1555
2257,2698.3474
2258,1385.3822
2259,2503.0925
2260,2007.8318
2261,944.0787
2262,2502.188
2263,1938.2576
2264,1666.648
2265,913.0402
2266,1704.989
2267,2233.4597
2268,1553.3423
2269,2418.2961
2270,2017.1357
2271,1018.1168
2272,2.6317916
2273,1613.7307
2274,998.4325
2275,1407.1266
2276,2014.2588
2277,669.7775
2278,2402.7456
2279,468.72385
2280,728.64325
2281,1234.5486
2282,2603.4558
2283,1298.0576
2284,2179.9734
2285,1675.3126
2286,2393.2559
2287,1523.5386
2288,2342.84
2289,2149.7542
2290,1025.9557
2291,2553.9265
2292,2348.2075
2293,2078.0107
2294,991.4174
2295,2474.8916
2296,2108.1914
2297,849.4649
2298,955.4257
2299,791.68286
2300,2.6317916
2301,2078.5142
2302,373.2298
2303,414.52475
2304,2560.4072
2305,2706.601
2306,2683.03
2307,1424.6946
2308,1474.1923
2309,1977.6063
2310,2019.251
2311,2366.3484
2312,1904.957
2313,1870.9636
2314,2573.44
2315,1039.5415
2316,2796.8486
2317,2017.6508
2318,199.09328
2319,2022.8184
2320,1204.2567
2321,1058.6432
2322,2096.3547
2323,1436.1458
2324,1736.3844
2325,1113.5264
2326,2261.1033
2327,1425.4923
2328,2290.2397
2329,1836.6309
2330,2136.163
2331,2327.5342
2332,1178.7534
2333,2649.6426
2334,1980.2751
2335,2411.5293
2336,950.8106
2337,1722.8235
2338,1635.281
2339,2582.6323
2340,639.6742
2341,2369.262
2342,2159.73
2343,2.6317916
2344,414.66452
2345,2645.7754
2346,1894.3441
2347,2259.1995
2348,2567.1787
2349,1447.3969
2350,2013.277
2351,738.1265
2352,2721.3618
2353,2328.7905
2354,1449.5413
2355,556.8255
2356,634.0528
2357,1253.3169
2358,2371.7664
2359,2207.5723
2360,662.1574
2361,1302.0488
2362,497.05228
2363,725.503
2364,814.91095
2365,1659.6555
2366,1370.636
2367,778.77466
2368,2478.1177
2369,261.61722
2370,958.39276
2371,1035.731
2372,1936.5645
2373,1915.6238
2374,2358.0237
2375,277.35498
2376,467.35278
2377,1661.5144
2378,2502.3042
2379,1757.5033
2380,1786.0999
2381,2.6317916
2382,636.93555
2383,2111.722
2384,2.6317916
2385,2084.3735
2386,2270.365
2387,1636.512
2388,1823.273
2389,1826.6359
2390,1908.9639
2391,1766.1998
2392,682.55524
2393,423.51004
2394,2056.6912
2395,2634.1265
2396,2463.2888
2397,2317.2732
2398,402.51474
2399,1977.9617
2400,2577.0745
2401,2145.1401
2402,2301.0256
2403,2503.6338
2404,2455.1135
2405,1512.3792
2406,2560.8735
2407,1845.7395
2408,1518.948
2409,742.59454
2410,2536.2258
2411,2181.3452
2412,2605.5137
2413,2463.5518
2414,2.6317916
2415,2458.409
2416,306.87424
2417,2366.8945
2418,806.53174
2419,1529.4614
2420,2055.1252
2421,2566.8604
2422,2.6317916
2423,43.22011
2424,2281.4639
2425,2541.2622
2426,236.74916
2427,1199.9897
2428,282.15936
2429,2570.4102
2430,1587.9926
2431,1314.9668
2432,1729.815
2433,2633.4
2434,2240.7563
2435,2374.246
2436,770.167
2437,1047.909
2438,1119.2256
2439,2092.7136
2440,2365.7947
2441,2349.6643
2442,2664.9
2443,577.6152
2444,1751.992
2445,2183.9749
2446,1665.8141
2447,2477.5208
2448,1466.5039
2449,354.3762
2450,2.6317916
2451,2422.0286
2452,2422.5405
2453,358.06622
2454,993.41925
2455,2070.9673
2456,2548.909
2457,1764.6909
2458,1992.9825
2459,2417.1257
2460,694.32715
2461,1713.6957
2462,738.2893
2463,2637.5652
2464,2122.6672
2465,1376.5549
2466,2436.6953
2467,2418.3604
2468,2440.7175
2469,1144.7823
2470,537.96844
2471,1734.5818
2472,2578.6868
2473,1161.4731
2474,462.15475
2475,1854.1715
2476,1204.76
2477,1510.4316
2478,1109.339
2479,636.186
2480,2.6317916
2481,1628.014
2482,932.5727
2483,2285.4644
2484,1110.4779
2485,2362.7446
2486,2115.9448
2487,1006.40814
2488,793.99133
2489,920.7783
2490,7.243753
2491,2588.4512
2492,1210.457
2493,1148.605
2494,1299.3821
2495,522.45544
2496,1341.1932
2497,1112.2185
2498,1421.043
2499,57.697388
2500,2502.0156
2501,1321.1029
2502,1650.9951
2503,2554.2935
2504,910.7237
2505,1837.9315
2506,1983.2192
2507,1578.3894
2508,2295.2158
2509,792.7942
2510,2460.0461
2511,20.671232
2512,1734.3839
2513,1465.4878
2514,2169.123
2515,2354.157
2516,2489.1782
2517,1704.3933
2518,1669.5277
2519,2085.2268
2520,1079.1799
2521,1565.6829
2522,2478.1028
2523,874.4802
2524,922.71344
2525,2381.3381
2526,2422.8486
2527,2303.0493
2528,536.9745
2529,1605.5481
2530,3954.4905
2531,1092.3135
2532,2178.2507
2533,1576.4896
2534,1758.4836
2535,2086.1812
2536,2463.3003
2537,944.47614
2538,2620.654
2539,2.6317916
2540,2.6317916
2541,2520.9656
2542,2246.775
2543,1103.623
2544,1003.3015
2545,2105.8425
2546,1846.9253
2547,1881.0254
2548,1762.8007
2549,2064.3125
2550,2482.3687
2551,2392.9548
2552,1794.6658
2553,1824.3152
2554,1030.5067
2555,2172.5503
2556,1777.5151
2557,2021.0691
2558,1855.8708
2559,2855.8967
2560,2391.474
2561,559.5413
2562,2161.1619
2563,2351.3472
2564,2225.221
2565,1792.02
2566,2399.683
2567,802.66876
2568,1503.9509
2569,1207.4333
2570,2263.6855
2571,2235.093
2572,350.6898
2573,1109.8329
2574,2316.041
2575,1000.65826
2576,1983.5928
2577,3240.4927
2578,2558.518
2579,2424.8442
2580,2145.6455
2581,372.0742
2582,2339.2354
2583,2110.956
2584,1536.9482
2585,1407.6891
2586,2369.433
2587,1266.3109
2588,1160.8523
2589,2456.2166
2590,2260.9102
2591,1617.7007
2592,1755.6692
2593,2479.2268
2594,1576.9922
2595,2788.0386
2596,2225.3052
2597,2010.5448
2598,974.98096
2599,696.16974
2600,1914.8245
2601,1638.4718
2602,1859.5625
2603,2007.6738
2604,2263.752
2605,2433.152
2606,2077.1428
2607,1191.6506
2608,544.8857
2609,2387.6328
2610,425.30325
2611,473.8353
2612,2059.6326
2613,2452.3145
2614,2434.9324
2615,1867.561
2616,2.6317916
2617,2708.0854
2618,2303.5032
2619,2448.0935
2620,2379.2205
2621,2344.4502
2622,914.72394
2623,1678.7161
2624,643.32806
2625,2533.4429
2626,606.15326
2627,523.2939
2628,1958.2039
2629,2473.9167
2630,2540.5435
2631,2438.441
2632,1667.4521
2633,1845.7651
2634,2522.3372
2635,1606.5815
2636,1610.0356
2637,1697.167
2638,2029.1768
2639,481.4185
2640,1170.5011
2641,1907.9681
2642,1159.7107
2643,1834.2886
2644,1998.1987
2645,1291.3076
2646,2023.693
2647,2.6317916
2648,1518.4653
2649,1793.289
2650,2459.7646
2651,1923.2758
2652,1255.7783
2653,2432.08
2654,527.2682
2655,1403.272
2656,2.6317916
2657,2.6317916
2658,1533.5134
2659,2074.7793
2660,1275.5894
2661,1177.8115
2662,1746.7329
2663,2525.9517
2664,938.94684
2665,2055.3
2666,1341.115
2667,2117.5122
2668,1514.875
2669,2628.7717
2670,2686.025
2671,171.98529
2672,1997.4977
2673,601.67804
2674,1913.374
2675,2074.141
2676,674.7298
2677,1996.3667
2678,519.7364
2679,2468.1243
2680,2324.8145
2681,2515.354
2682,2306.6628
2683,464.22128
2684,1890.7144
2685,1643.6692
2686,461.16653
2687,672.11005
2688,723.42395
2689,2409.8403
2690,2192.8032
2691,2519.6384
2692,2149.5264
2693,2431.8926
2694,1301.082
2695,2289.1775
2696,2046.1165
2697,477.27945
2698,2544.9114
2699,2293.1045
2700,2314.349
2701,1953.8533
2702,1440.6263
2703,2731.2744
2704,539.5311
2705,2575.08
2706,2046.9172
2707,2349.3982
2708,2062.093
2709,2342.957
2710,1925.2917
2711,810.2808
2712,1304.0942
2713,2.6317916
2714,1981.0035
2715,1532.3497
2716,2214.0232
2717,1611.8945
2718,1047.2896
2719,249.817
2720,2088.4216
2721,2446.9658
2722,2625.9248
2723,668.6876
2724,2431.8052
2725,563.37103
2726,891.7423
2727,2354.9453
2728,2.6317916
2729,2237.646
2730,254.49883
2731,1303.1707
2732,2430.5825
2733,2354.7014
2734,1453.8606
2735,2174.91
2736,1153.2391
2737,2387.4385
2738,2390.504
2739,2421.1006
2740,980.1845
2741,2004.9211
2742,1422.5671
2743,2408.7766
2744,777.05853
2745,2124.6382
2746,794.8916
2747,1064.9308
2748,2287.037
2749,2.6317916
2750,612.9836
2751,1620.1641
2752,2144.6562
2753,761.34973
2754,2267.374
2755,2001.3257
2756,2033.2512
2757,2433.238
2758,2040.8315
2759,2485.273
2760,1763.1089
2761,2671.5466
2762,1788.9961
2763,2791.5327
2764,2507.1133
2765,2.6317916
2766,1390.5153
2767,2374.1257
2768,2229.1848
2769,957.7337
2770,2104.9429
2771,1933.5598
2772,1041.5055
2773,1228.5713
2774,713.1485
2775,2098.0564
2776,1434.9147
2777,1784.976
2778,2696.4492
2779,1395.2969
2780,2340.1396
2781,1476.7281
2782,1645.458
2783,2596.598
2784,2587.6223
2785,2231.3938
2786,1110.5795
2787,1410.3344
2788,2574.0098
2789,870.3452
2790,2632.1829
2791,483.10336
2792,2613.0044
2793,1983.8381
2794,2.6317916
2795,1701.4688
2796,1144.8038
2797,760.01886
2798,2156.6323
2799,2352.9358
2800,2529.601
2801,2404.1614
2802,1733.2891
2803,1769.1527
2804,968.08685
2805,1330.2966
2806,947.2226
2807,830.6148
2808,2410.521
2809,2475.8154
2810,1351.6062
2811,2268.9937
2812,1549.3547
2813,2403.142
2814,2063.2334
2815,2249.0608
2816,490.7549
2817,1464.8115
2818,614.5258
2819,2478.828
2820,1809.8689
2821,7.9621716
2822,1196.293
2823,605.7852
2824,2511.0723
2825,2185.9624
2826,958.3171
2827,561.97876
2828,3451.596
2829,2537.561
2830,2237.1924
2831,1379.1351
2832,2348.845
2833,699.4889
2834,2171.3884
2835,650.7708
2836,1846.3247
2837,2285.6182
2838,1170.2483
2839,1112.888
2840,1435.3905
2841,2451.164
2842,2256.7808
2843,2277.692
2844,1623.5817
2845,1167.6598
2846,2307.0981
2847,1408.7146
2848,392.9589
2849,2171.5745
2850,1343.4279
2851,842.43304
2852,2270.1565
2853,1208.2705
2854,2533.0881
2855,2011.8059
2856,2564.9385
2857,2.6317916
2858,2480.0625
2859,2041.9211
2860,2428.3586
2861,1112.6647
2862,2311.912
2863,2611.97
2864,2254.7632
2865,2213.2297
2866,1574.3286
2867,1750.0448
2868,2209.6716
2869,2375.7935
2870,2578.1067
2871,2485.2224
2872,50.67582
2873,610.03485
2874,397.36575
2875,2442.0654
2876,1446.542
2877,1936.8677
2878,2540.6118
2879,2507.4277
2880,2233.2258
2881,634.74146
2882,1420.5027
2883,2418.5066
2884,2557.0605
2885,2506.7407
2886,1160.2552
2887,2389.254
2888,1276.725
2889,1622.9551
2890,1886.1633
2891,1141.7313
2892,2720.2466
2893,2144.5127
2894,1641.0126
2895,720.10126
2896,2567.3833
2897,1027.5836
2898,1305.1053
2899,2479.8174
2900,2520.667
2901,2173.1592
2902,1944.4731
2903,1255.5204
2904,2442.7097
2905,2371.4414
2906,2451.9885
2907,2629.8643
2908,551.9047
2909,1412.8588
2910,891.21387
2911,1300.4093
2912,1935.1404
2913,2495.2747
2914,2409.5298
2915,3135.588
2916,2.6317916
2917,1912.03
2918,1846.5269
2919,3176.1401
2920,886.0762
2921,2405.0964
2922,723.0744
2923,1715.3541
2924,2614.4622
2925,2607.525
2926,2448.6472
2927,1441.1505
2928,823.1348
2929,1178.1392
2930,2115.3274
2931,2706.0295
2932,1504.7842
2933,1030.1523
2934,2694.4243
2935,921.04974
2936,268.21036
2937,2361.781
2938,1400.054
2939,1052.9268
2940,1369.7334
2941,1571.049
2942,786.09045
2943,1587.8888
2944,1013.39374
2945,2259.371
2946,1390.1353
2947,2251.6714
2948,2444.934
2949,1162.8959
2950,347.40942
2951,898.0081
2952,861.44604
2953,1579.8516
2954,2702.4365
2955,2566.7793
2956,2466.577
2957,2521.4111
2958,658.72943
2959,2239.5522
2960,1686.9397
2961,1998.0763
2962,2615.7832
2963,2.6317916
2964,1572.4371
2965,683.8967
2966,2027.2567
2967,560.83655
2968,2166.3152
2969,1996.7339
2970,1845.4958
2971,2731.9414
2972,1436.9451
2973,1942.4353
2974,749.9072
2975,398.0884
2976,1316.9956
2977,1673.0973
2978,617.7205
2979,1844.0989
2980,1053.5193
2981,2338.6875
2982,2511.8179
2983,1449.1552
2984,2248.8745
2985,702.79584
2986,1170.4939
2987,2530.8494
2988,1065.4708
2989,1268.9576
2990,1340.4431
2991,815.2037
2992,2259.7607
2993,1635.8777
2994,1126.0916
2995,2166.558
2996,2378.344
2997,2500.7683
2998,1118.3447
2999,2418.2397
3000,1932.0062
3001,1715.709
3002,2.6317916
3003,2255.6152
3004,1003.6107
3005,2090.312
3006,2444.8027
3007,2766.7166
3008,2621.3647
3009,916.9164
3010,2576.6772
3011,2424.654
3012,2107.0552
3013,1479.4529
3014,15.806484
3015,1606.1527
3016,1633.6934
3017,2415.031
3018,2339.9202
3019,2346.981
3020,2028.298
3021,2249.9172
3022,2190.3047
3023,2007.45
3024,1031.0277
3025,2000.8702
3026,1388.017
3027,2292.7715
3028,2138.281
3029,1546.2537
3030,2.6317916
3031,2410.3096
3032,2608.4287
3033,2308.5742
3034,1501.2926
3035,1730.8315
3036,1125.6946
3037,935.2614
3038,2080.4683
3039,1706.7166
3040,1893.6345
3041,1796.1403
3042,1468.8292
3043,1906.887
3044,2112.335
3045,2374.1753
3046,2713.087
3047,2154.8364
3048,2390.4229
3049,643.7118
3050,1573.4512
3051,1851.1487
3052,2215.3604
3053,1499.4161
3054,1441.292
3055,2654.973
3056,2279.6187
3057,2076.1853
3058,957.20856
3059,789.6181
3060,2083.397
3061,2728.7878
3062,1655.9912
3063,860.1867
3064,2582.6313
3065,401.28055
3066,2226.0732
3067,1723.3158
3068,2301.5444
3069,636.7137
3070,1101.8104
3071,2.6317916
3072,470.86826
3073,2582.9846
3074,966.79144
3075,1307.9259
3076,2213.8257
3077,600.97766
3078,381.3641
3079,677.2419
3080,2399.2847
3081,2075.293
3082,2651.2878
3083,1466.0302
3084,798.8089
3085,2540.4778
3086,1927.3925
3087,2569.0632
3088,472.5773
3089,2495.979
3090,1459.2164
3091,2.6317916
3092,2140.064
3093,2.6317916
3094,1266.8346
3095,267.6761
3096,1138.0942
3097,2219.3271
3098,2229.9917
3099,1460.1421
3100,2501.6365
3101,2055.9438
3102,2.6317916
3103,2150.0876
3104,1815.0026
3105,1104.3772
3106,2571.414
3107,2411.6672
3108,2212.6975
3109,1024.4783
3110,2414.4055
3111,2462.8271
3112,1214.9961
3113,2406.3115
3114,2456.1533
3115,1613.2329
3116,2184.1138
3117,1428.761
3118,2573.272
3119,1896.9387
3120,569.9377
3121,1663.4072
3122,1804.7789
3123,1724.6383
3124,2.6317916
3125,2292.8877
3126,2231.354
3127,2116.182
3128,1168.9547
3129,2257.5947
3130,1244.4961
3131,1524.7021
3132,2153.253
3133,2501.5854
3134,1251.6744
3135,300.1587
3136,2498.0967
3137,2300.5938
3138,1249.1735
3139,1554.8163
3140,1339.604
3141,2326.6187
3142,1782.0669
3143,102.985146
3144,473.85446
3145,2082.141
3146,2601.6567
3147,2652.957
3148,2383.851
3149,510.48843
3150,1557.6934
3151,2238.0808
3152,1895.9198
3153,1739.1061
3154,2364.2285
3155,2291.9116
3156,2137.9785
3157,2439.281
3158,838.2338
3159,2256.5398
3160,1597.7058
3161,2315.3735
3162,1417.0747
3163,1121.9276
3164,2099.0308
3165,1026.5658
3166,2197.8845
3167,2496.3594
3168,1170.0632
3169,1867.07
3170,1986.8496
3171,1446.118
3172,277.30917
3173,1190.2676
3174,1969.1866
3175,2019.2682
3176,1851.185
3177,2594.407
3178,2716.6155
3179,2385.7205
3180,2.6317916
3181,2074.278
3182,998.87164
3183,2441.6616
3184,2156.9531
3185,1853.0128
3186,1798.4625
3187,2581.3967
3188,1314.7148
3189,1126.4131
3190,802.0756
3191,2668.6587
3192,2654.4163
3193,1021.50616
3194,2375.2017
3195,1991.3988
3196,2363.4458
3197,1560.0658
3198,930.87897
3199,1902.2125
3200,1366.2999
3201,2569.4404
3202,1372.916
3203,2550.2593
3204,2569.9248
3205,2547.2256
3206,2217.3782
3207,2516.9602
3208,2418.2104
3209,2504.7686
3210,346.9502
3211,1842.9934
3212,1184.0311
3213,2464.4924
3214,1295.0574
3215,2440.6711
3216,412.79755
3217,2261.4841
3218,1699.9497
3219,1357.965
3220,587.77405
3221,2615.6133
3222,1458.0154
3223,1612.6492
3224,2315.2844
3225,1957.7594
3226,340.4343
3227,1813.2344
3228,555.4638
3229,1845.1311
3230,1743.7037
3231,857.87933
3232,1516.3057
3233,1011.7513
3234,1082.0846
3235,789.34064
3236,2345.8984
3237,2382.4194
3238,2237.6917
3239,984.07947
3240,1037.4146
3241,787.133
3242,2177.7495
3243,2645.3555
3244,1380.1975
3245,2191.95
3246,2492.0654
3247,360.38992
3248,330.47293
3249,829.3797
3250,1303.2075
3251,2666.7002
3252,2597.634
3253,1346.065
3254,2495.649
3255,2067.3604
3256,1295.5258
3257,2398.6548
3258,1192.3378
3259,2.6317916
3260,468.38217
3261,1765.9994
3262,2718.8438
3263,1354.7505
3264,1664.2222
3265,1357.8177
3266,1009.5088
3267,730.2537
3268,1480.4457
3269,2133.205
3270,2519.6821
3271,2506.816
3272,2620.9563
3273,2652.33
3274,1293.0503
3275,2366.008
3276,2491.126
3277,391.82956
3278,282.3664
3279,2679.0698
3280,2185.3813
3281,2389.7422
3282,1047.499
3283,944.3233
3284,2041.1874
3285,2086.3193
3286,2274.2993
3287,365.17233
3288,2362.0417
3289,691.5614
3290,1190.5764
3291,2640.5283
3292,801.65497
3293,689.667
3294,2400.0996
3295,2263.724
3296,2.6317916
3297,2242.2793
3298,2180.809
3299,674.34235
3300,2373.892
3301,1286.7961
3302,764.5106
3303,2283.3071
3304,2013.9601
3305,870.28064
3306,1806.3645
3307,2146.4932
3308,1459.9454
3309,2369.5947
3310,2056.1045
3311,2254.9177
3312,2638.0032
3313,2481.4084
3314,2393.966
3315,2779.5186
3316,2480.189
3317,1528.9961
3318,1893.465
3319,2517.185
3320,1670.2603
3321,2127.6956
3322,2613.9805
3323,1868.3097
3324,1295.9115
3325,587.12933
3326,510.16782
3327,1502.2731
3328,1396.477
3329,1641.9207
3330,2252.319
3331,2304.1323
3332,2119.0728
3333,1506.521
3334,1424.8042
3335,2382.0547
3336,2577.3535
3337,2652.104
3338,2191.1084
3339,2397.3738
3340,2646.3135
3341,2746.7354
3342,2207.2993
